date,H (unit:cfs)
1970-10-09,26300
1970-10-10,27000
1970-10-11,28000
1970-10-12,23500
1970-10-13,27500
1970-10-14,29000
1970-10-15,27900
1970-10-16,28300
1970-10-17,26300
1970-10-18,27200
1970-10-19,27500
1970-10-20,27800
1970-10-21,28700
1970-10-22,29600
1970-10-23,30600
1970-10-24,31400
1970-10-25,34400
1970-10-26,35100
1970-10-27,31900
1970-10-28,28200
1970-10-29,27900
1970-10-30,27000
1970-10-31,25700
1970-11-01,24600
1970-11-02,25200
1970-11-03,29500
1970-11-04,29500
1970-11-05,28600
1970-11-06,28500
1970-11-07,29600
1970-11-08,26300
1970-11-09,26700
1970-11-10,31200
1970-11-11,31100
1970-11-12,31600
1970-11-13,35700
1970-11-14,34200
1970-11-15,31800
1970-11-16,30800
1970-11-17,37300
1970-11-18,39500
1970-11-19,38900
1970-11-20,38700
1970-11-21,38600
1970-11-22,36600
1970-11-23,34400
1970-11-24,34900
1970-11-25,47900
1970-11-26,48400
1970-11-27,40100
1970-11-28,41600
1970-11-29,34200
1970-11-30,32000
1970-12-01,39900
1970-12-02,38700
1970-12-03,38700
1970-12-04,37900
1970-12-05,35600
1970-12-06,34400
1970-12-07,33700
1970-12-08,43900
1970-12-09,46300
1970-12-10,44200
1970-12-11,46700
1970-12-12,46300
1970-12-13,44000
1970-12-14,41500
1970-12-15,41600
1970-12-16,43400
1970-12-17,43900
1970-12-18,42600
1970-12-19,39200
1970-12-20,36800
1970-12-21,36700
1970-12-22,35900
1970-12-23,35200
1970-12-24,36400
1970-12-25,34500
1970-12-26,35500
1970-12-27,32800
1970-12-28,32000
1970-12-29,36100
1970-12-30,36900
1970-12-31,34900
1971-01-01,34600
1971-01-02,33100
1971-01-03,32800
1971-01-04,33100
1971-01-05,33100
1971-01-06,31300
1971-01-07,31900
1971-01-08,33100
1971-01-09,33200
1971-01-10,38000
1971-01-11,45100
1971-01-12,42400
1971-01-13,39800
1971-01-14,37900
1971-01-15,38600
1971-01-16,43600
1971-01-17,56400
1971-01-18,67300
1971-01-19,79200
1971-01-20,103000
1971-01-21,98300
1971-01-22,96000
1971-01-23,89000
1971-01-24,82900
1971-01-25,81400
1971-01-26,87400
1971-01-27,87400
1971-01-28,82200
1971-01-29,78500
1971-01-30,69700
1971-01-31,85400
1971-02-01,104000
1971-02-02,100000
1971-02-03,92100
1971-02-04,84200
1971-02-05,78200
1971-02-06,72500
1971-02-07,68000
1971-02-08,65300
1971-02-09,66400
1971-02-10,70100
1971-02-11,84000
1971-02-12,85000
1971-02-13,84300
1971-02-14,86200
1971-02-15,87500
1971-02-16,89200
1971-02-17,90100
1971-02-18,86500
1971-02-19,83700
1971-02-20,81100
1971-02-21,78400
1971-02-22,76300
1971-02-23,75300
1971-02-24,74100
1971-02-25,74600
1971-02-26,72900
1971-02-27,70800
1971-02-28,69600
1971-03-01,68600
1971-03-02,59500
1971-03-03,57500
1971-03-04,58200
1971-03-05,55100
1971-03-06,56700
1971-03-07,55700
1971-03-08,55900
1971-03-09,55100
1971-03-10,55700
1971-03-11,57800
1971-03-12,62000
1971-03-13,64300
1971-03-14,55500
1971-03-15,53500
1971-03-16,60000
1971-03-17,58800
1971-03-18,57800
1971-03-19,56700
1971-03-20,56700
1971-03-21,57500
1971-03-22,58300
1971-03-23,63000
1971-03-24,74400
1971-03-25,80700
1971-03-26,82900
1971-03-27,89800
1971-03-28,87300
1971-03-29,83600
1971-03-30,87100
1971-03-31,94200
1971-04-01,94900
1971-04-02,93800
1971-04-03,94000
1971-04-04,94200
1971-04-05,95500
1971-04-06,99300
1971-04-07,108000
1971-04-08,118000
1971-04-09,115000
1971-04-10,124000
1971-04-11,125000
1971-04-12,118000
1971-04-13,117000
1971-04-14,115000
1971-04-15,121000
1971-04-16,126000
1971-04-17,119000
1971-04-18,117000
1971-04-19,113000
1971-04-20,102000
1971-04-21,104000
1971-04-22,108000
1971-04-23,117000
1971-04-24,125000
1971-04-25,125000
1971-04-26,112000
1971-04-27,91500
1971-04-28,101000
1971-04-29,128000
1971-04-30,132000
1971-05-01,137000
1971-05-02,149000
1971-05-03,171000
1971-05-04,198000
1971-05-05,216000
1971-05-06,215000
1971-05-07,211000
1971-05-08,213000
1971-05-09,218000
1971-05-10,226000
1971-05-11,230000
1971-05-12,229000
1971-05-13,232000
1971-05-14,239000
1971-05-15,216000
1971-05-16,206000
1971-05-17,200000
1971-05-18,180000
1971-05-19,167000
1971-05-20,162000
1971-05-21,149000
1971-05-22,135000
1971-05-23,130000
1971-05-24,131000
1971-05-25,141000
1971-05-26,155000
1971-05-27,182000
1971-05-28,214000
1971-05-29,243000
1971-05-30,253000
1971-05-31,235000
1971-06-01,210000
1971-06-02,200000
1971-06-03,189000
1971-06-04,178000
1971-06-05,175000
1971-06-06,167000
1971-06-07,165000
1971-06-08,177000
1971-06-09,191000
1971-06-10,189000
1971-06-11,184000
1971-06-12,181000
1971-06-13,182000
1971-06-14,192000
1971-06-15,186000
1971-06-16,175000
1971-06-17,167000
1971-06-18,162000
1971-06-19,159000
1971-06-20,160000
1971-06-21,160000
1971-06-22,165000
1971-06-23,173000
1971-06-24,171000
1971-06-25,163000
1971-06-26,178000
1971-06-27,175000
1971-06-28,163000
1971-06-29,158000
1971-06-30,141000
1971-07-01,129000
1971-07-02,125000
1971-07-03,123000
1971-07-04,118000
1971-07-05,112000
1971-07-06,108000
1971-07-07,99700
1971-07-08,86500
1971-07-09,77300
1971-07-10,77000
1971-07-11,78500
1971-07-12,75400
1971-07-13,68700
1971-07-14,63200
1971-07-15,59900
1971-07-16,57800
1971-07-17,54600
1971-07-18,53300
1971-07-19,49900
1971-07-20,48800
1971-07-21,49600
1971-07-22,48300
1971-07-23,46200
1971-07-24,44300
1971-07-25,42600
1971-07-26,40400
1971-07-27,37900
1971-07-28,36400
1971-07-29,35300
1971-07-30,34600
1971-07-31,33600
1971-08-01,30700
1971-08-02,30300
1971-08-03,30400
1971-08-04,29100
1971-08-05,28400
1971-08-06,28100
1971-08-07,28400
1971-08-08,27500
1971-08-09,27400
1971-08-10,26200
1971-08-11,26100
1971-08-12,25700
1971-08-13,25600
1971-08-14,25400
1971-08-15,24200
1971-08-16,23200
1971-08-17,23100
1971-08-18,22700
1971-08-19,23100
1971-08-20,23300
1971-08-21,23100
1971-08-22,22300
1971-08-23,21800
1971-08-24,22200
1971-08-25,22100
1971-08-26,22700
1971-08-27,20000
1971-08-28,21600
1971-08-29,21900
1971-08-30,21500
1971-08-31,22200
1971-09-01,23700
1971-09-02,27000
1971-09-03,29800
1971-09-04,29200
1971-09-05,26700
1971-09-06,24600
1971-09-07,24500
1971-09-08,26900
1971-09-09,27100
1971-09-10,27000
1971-09-11,26300
1971-09-12,25000
1971-09-13,23800
1971-09-14,23600
1971-09-15,24400
1971-09-16,23000
1971-09-17,25800
1971-09-18,26100
1971-09-19,24100
1971-09-20,22900
1971-09-21,24800
1971-09-22,24700
1971-09-23,24900
1971-09-24,25200
1971-09-25,24700
1971-09-26,24300
1971-09-27,23000
1971-09-28,22300
1971-09-29,24700
1971-09-30,24700
1971-10-01,24000
1971-10-02,22100
1971-10-03,21000
1971-10-04,21000
1971-10-05,28000
1971-10-06,30500
1971-10-07,32900
1971-10-08,33500
1971-10-09,33400
1971-10-10,31700
1971-10-11,29300
1971-10-12,32300
1971-10-13,32000
1971-10-14,31900
1971-10-15,33200
1971-10-16,33300
1971-10-17,32400
1971-10-18,31100
1971-10-19,31400
1971-10-20,32900
1971-10-21,34100
1971-10-22,34300
1971-10-23,35500
1971-10-24,35100
1971-10-25,35500
1971-10-26,35000
1971-10-27,35000
1971-10-28,35800
1971-10-29,36000
1971-10-30,35100
1971-10-31,35100
1971-11-01,35000
1971-11-02,36700
1971-11-03,37000
1971-11-04,36000
1971-11-05,36200
1971-11-06,36000
1971-11-07,35200
1971-11-08,34700
1971-11-09,34600
1971-11-10,35600
1971-11-11,35700
1971-11-12,34800
1971-11-13,34900
1971-11-14,34400
1971-11-15,35300
1971-11-16,32800
1971-11-17,33900
1971-11-18,33700
1971-11-19,33300
1971-11-20,33800
1971-11-21,33500
1971-11-22,32900
1971-11-23,34200
1971-11-24,32000
1971-11-25,31700
1971-11-26,29300
1971-11-27,29600
1971-11-28,30000
1971-11-29,30000
1971-11-30,33400
1971-12-01,33700
1971-12-02,34800
1971-12-03,33200
1971-12-04,33300
1971-12-05,30500
1971-12-06,32600
1971-12-07,34600
1971-12-08,35200
1971-12-09,36100
1971-12-10,33300
1971-12-11,32800
1971-12-12,34500
1971-12-13,34800
1971-12-14,35000
1971-12-15,33700
1971-12-16,33900
1971-12-17,34200
1971-12-18,33000
1971-12-19,32600
1971-12-20,33700
1971-12-21,34000
1971-12-22,33700
1971-12-23,33300
1971-12-24,34100
1971-12-25,33600
1971-12-26,33100
1971-12-27,33400
1971-12-28,34400
1971-12-29,33900
1971-12-30,32600
1971-12-31,33400
1972-01-01,32600
1972-01-02,33800
1972-01-03,33600
1972-01-04,34000
1972-01-05,33700
1972-01-06,34000
1972-01-07,34600
1972-01-08,34000
1972-01-09,35600
1972-01-10,34300
1972-01-11,35300
1972-01-12,35700
1972-01-13,36400
1972-01-14,37000
1972-01-15,36700
1972-01-16,35600
1972-01-17,33700
1972-01-18,34000
1972-01-19,34500
1972-01-20,40100
1972-01-21,66600
1972-01-22,72700
1972-01-23,62400
1972-01-24,55100
1972-01-25,58100
1972-01-26,61400
1972-01-27,58200
1972-01-28,55100
1972-01-29,55300
1972-01-30,55400
1972-01-31,55200
1972-02-01,54800
1972-02-02,54200
1972-02-03,52900
1972-02-04,48300
1972-02-05,46700
1972-02-06,47800
1972-02-07,48500
1972-02-08,48800
1972-02-09,49700
1972-02-10,47200
1972-02-11,45900
1972-02-12,45600
1972-02-13,47100
1972-02-14,50100
1972-02-15,50200
1972-02-16,60700
1972-02-17,70300
1972-02-18,65000
1972-02-19,60300
1972-02-20,58800
1972-02-21,65200
1972-02-22,69600
1972-02-23,72000
1972-02-24,69900
1972-02-25,67800
1972-02-26,66500
1972-02-27,71600
1972-02-28,94200
1972-02-29,104000
1972-03-01,96800
1972-03-02,89400
1972-03-03,96400
1972-03-04,95000
1972-03-05,91000
1972-03-06,98200
1972-03-07,100000
1972-03-08,99300
1972-03-09,96800
1972-03-10,99800
1972-03-11,114000
1972-03-12,126000
1972-03-13,136000
1972-03-14,157000
1972-03-15,149000
1972-03-16,143000
1972-03-17,154000
1972-03-18,166000
1972-03-19,177000
1972-03-20,162000
1972-03-21,152000
1972-03-22,147000
1972-03-23,149000
1972-03-24,150000
1972-03-25,145000
1972-03-26,137000
1972-03-27,130000
1972-03-28,119000
1972-03-29,114000
1972-03-30,114000
1972-03-31,111000
1972-04-01,109000
1972-04-02,111000
1972-04-03,113000
1972-04-04,108000
1972-04-05,108000
1972-04-06,112000
1972-04-07,127000
1972-04-08,126000
1972-04-09,120000
1972-04-10,115000
1972-04-11,110000
1972-04-12,106000
1972-04-13,104000
1972-04-14,99600
1972-04-15,95800
1972-04-16,97800
1972-04-17,98400
1972-04-18,92400
1972-04-19,89600
1972-04-20,88400
1972-04-21,81000
1972-04-22,76200
1972-04-23,72900
1972-04-24,73600
1972-04-25,76300
1972-04-26,82500
1972-04-27,92200
1972-04-28,98200
1972-04-29,103000
1972-04-30,106000
1972-05-01,104000
1972-05-02,94500
1972-05-03,90200
1972-05-04,88400
1972-05-05,95900
1972-05-06,103000
1972-05-07,115000
1972-05-08,124000
1972-05-09,139000
1972-05-10,134000
1972-05-11,127000
1972-05-12,121000
1972-05-13,124000
1972-05-14,135000
1972-05-15,155000
1972-05-16,180000
1972-05-17,195000
1972-05-18,200000
1972-05-19,189000
1972-05-20,176000
1972-05-21,182000
1972-05-22,185000
1972-05-23,178000
1972-05-24,157000
1972-05-25,149000
1972-05-26,141000
1972-05-27,139000
1972-05-28,149000
1972-05-29,170000
1972-05-30,194000
1972-05-31,206000
1972-06-01,226000
1972-06-02,237000
1972-06-03,228000
1972-06-04,213000
1972-06-05,201000
1972-06-06,193000
1972-06-07,191000
1972-06-08,203000
1972-06-09,209000
1972-06-10,210000
1972-06-11,212000
1972-06-12,191000
1972-06-13,161000
1972-06-14,147000
1972-06-15,150000
1972-06-16,167000
1972-06-17,184000
1972-06-18,178000
1972-06-19,167000
1972-06-20,147000
1972-06-21,136000
1972-06-22,132000
1972-06-23,120000
1972-06-24,109000
1972-06-25,102000
1972-06-26,97400
1972-06-27,96500
1972-06-28,91200
1972-06-29,89800
1972-06-30,95500
1972-07-01,93600
1972-07-02,89800
1972-07-03,84400
1972-07-04,74700
1972-07-05,71900
1972-07-06,70400
1972-07-07,69500
1972-07-08,67000
1972-07-09,60800
1972-07-10,59700
1972-07-11,53200
1972-07-12,47600
1972-07-13,48400
1972-07-14,49000
1972-07-15,46000
1972-07-16,43900
1972-07-17,41800
1972-07-18,39700
1972-07-19,38000
1972-07-20,38300
1972-07-21,41200
1972-07-22,38600
1972-07-23,37000
1972-07-24,33800
1972-07-25,34100
1972-07-26,35500
1972-07-27,34700
1972-07-28,33000
1972-07-29,31000
1972-07-30,29400
1972-07-31,27800
1972-08-01,29900
1972-08-02,28100
1972-08-03,26300
1972-08-04,26200
1972-08-05,25700
1972-08-06,25600
1972-08-07,25900
1972-08-08,26400
1972-08-09,25800
1972-08-10,24600
1972-08-11,24200
1972-08-12,25800
1972-08-13,23700
1972-08-14,21800
1972-08-15,21900
1972-08-16,22200
1972-08-17,23900
1972-08-18,25100
1972-08-19,24300
1972-08-20,22500
1972-08-21,21700
1972-08-22,24400
1972-08-23,25000
1972-08-24,25400
1972-08-25,26500
1972-08-26,26600
1972-08-27,25900
1972-08-28,24000
1972-08-29,25500
1972-08-30,24600
1972-08-31,23700
1972-09-01,22000
1972-09-02,22500
1972-09-03,21300
1972-09-04,20100
1972-09-05,20900
1972-09-06,21900
1972-09-07,22900
1972-09-08,24000
1972-09-09,24300
1972-09-10,22800
1972-09-11,19900
1972-09-12,21700
1972-09-13,23800
1972-09-14,26100
1972-09-15,28000
1972-09-16,27000
1972-09-17,26900
1972-09-18,25600
1972-09-19,26800
1972-09-20,25100
1972-09-21,26400
1972-09-22,25900
1972-09-23,26600
1972-09-24,26500
1972-09-25,25500
1972-09-26,26300
1972-09-27,27700
1972-09-28,26100
1972-09-29,27400
1972-09-30,26200
1972-10-01,28600
1972-10-02,26500
1972-10-03,28500
1972-10-04,29400
1972-10-05,27300
1972-10-06,26300
1972-10-07,29200
1972-10-08,31100
1972-10-09,31200
1972-10-10,32100
1972-10-11,35800
1972-10-12,36700
1972-10-13,34700
1972-10-14,33600
1972-10-15,33700
1972-10-16,33200
1972-10-17,33300
1972-10-18,30900
1972-10-19,31100
1972-10-20,33700
1972-10-21,34400
1972-10-22,33200
1972-10-23,33600
1972-10-24,34500
1972-10-25,33500
1972-10-26,31900
1972-10-27,32000
1972-10-28,30100
1972-10-29,28200
1972-10-30,28000
1972-10-31,27100
1972-11-01,27600
1972-11-02,28000
1972-11-03,30700
1972-11-04,31200
1972-11-05,30900
1972-11-06,33500
1972-11-07,35200
1972-11-08,37100
1972-11-09,37600
1972-11-10,36900
1972-11-11,36800
1972-11-12,35500
1972-11-13,34600
1972-11-14,35600
1972-11-15,32100
1972-11-16,35900
1972-11-17,36900
1972-11-18,35700
1972-11-19,35000
1972-11-20,33800
1972-11-21,35800
1972-11-22,35600
1972-11-23,35600
1972-11-24,29600
1972-11-25,33900
1972-11-26,33300
1972-11-27,36900
1972-11-28,37900
1972-11-29,38600
1972-11-30,39300
1972-12-01,37300
1972-12-02,36700
1972-12-03,33800
1972-12-04,32800
1972-12-05,35100
1972-12-06,37300
1972-12-07,37200
1972-12-08,37400
1972-12-09,36900
1972-12-10,37400
1972-12-11,36400
1972-12-12,36800
1972-12-13,33700
1972-12-14,30200
1972-12-15,30000
1972-12-16,31400
1972-12-17,31100
1972-12-18,31400
1972-12-19,34800
1972-12-20,38300
1972-12-21,42600
1972-12-22,53500
1972-12-23,58000
1972-12-24,55900
1972-12-25,51300
1972-12-26,45100
1972-12-27,45200
1972-12-28,45800
1972-12-29,45800
1972-12-30,40200
1972-12-31,41000
1973-01-01,39579
1973-01-02,38082
1973-01-03,38463
1973-01-04,37094
1973-01-05,36364
1973-01-06,35941
1973-01-07,34746
1973-01-08,36018
1973-01-09,35413
1973-01-10,32986
1973-01-11,36681
1973-01-12,36945
1973-01-13,38870
1973-01-14,42560
1973-01-15,46155
1973-01-16,51050
1973-01-17,58588
1973-01-18,55219
1973-01-19,54273
1973-01-20,52245
1973-01-21,50229
1973-01-22,43914
1973-01-23,42307
1973-01-24,41362
1973-01-25,41528
1973-01-26,40823
1973-01-27,39477
1973-01-28,36866
1973-01-29,37091
1973-01-30,36557
1973-01-31,37527
1973-02-01,37797
1973-02-02,37077
1973-02-03,37147
1973-02-04,36716
1973-02-05,36426
1973-02-06,35724
1973-02-07,33974
1973-02-08,33231
1973-02-09,32343
1973-02-10,32034
1973-02-11,32014
1973-02-12,32393
1973-02-13,32881
1973-02-14,33811
1973-02-15,34561
1973-02-16,35660
1973-02-17,36600
1973-02-18,36470
1973-02-19,36570
1973-02-20,34730
1973-02-21,33349
1973-02-22,33047
1973-02-23,31927
1973-02-24,27649
1973-02-25,25931
1973-02-26,29653
1973-02-27,33441
1973-02-28,35433
1973-03-01,39857
1973-03-02,43027
1973-03-03,41245
1973-03-04,38915
1973-03-05,38326
1973-03-06,38305
1973-03-07,37312
1973-03-08,38032
1973-03-09,38542
1973-03-10,38302
1973-03-11,38263
1973-03-12,37352
1973-03-13,34510
1973-03-14,35615
1973-03-15,33882
1973-03-16,32122
1973-03-17,27972
1973-03-18,27382
1973-03-19,30710
1973-03-20,33252
1973-03-21,36855
1973-03-22,30250
1973-03-23,24839
1973-03-24,20449
1973-03-25,17999
1973-03-26,32810
1973-03-27,34380
1973-03-28,33560
1973-03-29,31869
1973-03-30,29779
1973-03-31,29710
1973-04-01,30189
1973-04-02,29229
1973-04-03,29194
1973-04-04,29079
1973-04-05,29241
1973-04-06,31133
1973-04-07,31656
1973-04-08,30904
1973-04-09,30304
1973-04-10,30711
1973-04-11,29243
1973-04-12,29411
1973-04-13,33172
1973-04-14,35319
1973-04-15,36305
1973-04-16,34858
1973-04-17,35753
1973-04-18,35756
1973-04-19,39089
1973-04-20,37982
1973-04-21,37375
1973-04-22,36390
1973-04-23,36099
1973-04-24,36324
1973-04-25,37670
1973-04-26,35955
1973-04-27,36866
1973-04-28,37803
1973-04-29,38091
1973-04-30,39480
1973-05-01,41765
1973-05-02,38063
1973-05-03,38775
1973-05-04,40936
1973-05-05,43627
1973-05-06,43419
1973-05-07,45909
1973-05-08,49434
1973-05-09,51623
1973-05-10,48709
1973-05-11,47500
1973-05-12,40498
1973-05-13,39503
1973-05-14,45020
1973-05-15,58850
1973-05-16,72279
1973-05-17,87682
1973-05-18,95571
1973-05-19,95953
1973-05-20,94042
1973-05-21,88723
1973-05-22,79809
1973-05-23,73704
1973-05-24,76020
1973-05-25,86427
1973-05-26,84608
1973-05-27,70198
1973-05-28,61889
1973-05-29,61184
1973-05-30,62779
1973-05-31,69076
1973-06-01,69980
1973-06-02,66379
1973-06-03,59576
1973-06-04,56673
1973-06-05,57070
1973-06-06,54366
1973-06-07,59665
1973-06-08,59962
1973-06-09,60362
1973-06-10,57060
1973-06-11,52759
1973-06-12,49157
1973-06-13,50457
1973-06-14,49957
1973-06-15,63356
1973-06-16,59356
1973-06-17,55156
1973-06-18,53951
1973-06-19,54149
1973-06-20,49746
1973-06-21,48145
1973-06-22,48943
1973-06-23,49445
1973-06-24,44945
1973-06-25,43145
1973-06-26,46745
1973-06-27,46343
1973-06-28,46242
1973-06-29,43440
1973-06-30,38830
1973-07-01,33185
1973-07-02,30895
1973-07-03,30425
1973-07-04,29143
1973-07-05,28063
1973-07-06,27663
1973-07-07,27343
1973-07-08,26816
1973-07-09,26114
1973-07-10,28564
1973-07-11,27694
1973-07-12,22014
1973-07-13,20564
1973-07-14,22374
1973-07-15,21066
1973-07-16,18456
1973-07-17,18954
1973-07-18,22006
1973-07-19,21706
1973-07-20,21508
1973-07-21,21503
1973-07-22,22593
1973-07-23,22578
1973-07-24,19828
1973-07-25,19286
1973-07-26,19436
1973-07-27,19686
1973-07-28,21204
1973-07-29,18774
1973-07-30,17404
1973-07-31,18694
1973-08-01,18665
1973-08-02,18205
1973-08-03,17764
1973-08-04,17534
1973-08-05,17164
1973-08-06,17155
1973-08-07,17235
1973-08-08,17515
1973-08-09,19165
1973-08-10,18905
1973-08-11,19056
1973-08-12,17655
1973-08-13,17175
1973-08-14,18975
1973-08-15,18615
1973-08-16,17955
1973-08-17,17885
1973-08-18,17265
1973-08-19,15875
1973-08-20,15965
1973-08-21,15855
1973-08-22,16595
1973-08-23,17675
1973-08-24,17466
1973-08-25,15539
1973-08-26,14887
1973-08-27,15406
1973-08-28,16396
1973-08-29,16206
1973-08-30,16456
1973-08-31,19147
1973-09-01,21077
1973-09-02,21607
1973-09-03,20585
1973-09-04,21405
1973-09-05,24966
1973-09-06,26105
1973-09-07,24241
1973-09-08,20892
1973-09-09,18921
1973-09-10,19779
1973-09-11,25797
1973-09-12,25677
1973-09-13,23927
1973-09-14,25298
1973-09-15,21771
1973-09-16,19014
1973-09-17,20296
1973-09-18,24940
1973-09-19,23872
1973-09-20,26434
1973-09-21,26138
1973-09-22,25201
1973-09-23,21854
1973-09-24,26335
1973-09-25,28926
1973-09-26,32165
1973-09-27,32764
1973-09-28,32620
1973-09-29,27618
1973-09-30,25276
1973-10-01,25764
1973-10-02,26092
1973-10-03,24061
1973-10-04,24539
1973-10-05,23808
1973-10-06,23158
1973-10-07,21838
1973-10-08,22008
1973-10-09,22488
1973-10-10,22267
1973-10-11,21507
1973-10-12,22507
1973-10-13,23347
1973-10-14,24267
1973-10-15,24737
1973-10-16,24387
1973-10-17,23977
1973-10-18,23997
1973-10-19,22987
1973-10-20,22707
1973-10-21,22058
1973-10-22,21658
1973-10-23,21558
1973-10-24,21838
1973-10-25,21889
1973-10-26,24878
1973-10-27,23298
1973-10-28,21468
1973-10-29,21438
1973-10-30,21958
1973-10-31,22663
1973-11-01,24818
1973-11-02,27392
1973-11-03,27279
1973-11-04,23409
1973-11-05,23001
1973-11-06,24181
1973-11-07,28669
1973-11-08,31100
1973-11-09,31770
1973-11-10,33977
1973-11-11,38805
1973-11-12,54944
1973-11-13,63922
1973-11-14,56698
1973-11-15,52166
1973-11-16,52985
1973-11-17,51004
1973-11-18,47216
1973-11-19,44249
1973-11-20,41176
1973-11-21,38508
1973-11-22,33102
1973-11-23,32017
1973-11-24,33034
1973-11-25,33132
1973-11-26,33470
1973-11-27,34038
1973-11-28,35287
1973-11-29,37727
1973-11-30,39749
1973-12-01,40816
1973-12-02,42036
1973-12-03,43553
1973-12-04,40276
1973-12-05,39952
1973-12-06,37885
1973-12-07,37255
1973-12-08,46254
1973-12-09,46102
1973-12-10,41607
1973-12-11,38941
1973-12-12,38283
1973-12-13,40780
1973-12-14,40133
1973-12-15,39280
1973-12-16,37613
1973-12-17,43542
1973-12-18,53759
1973-12-19,54247
1973-12-20,50435
1973-12-21,52533
1973-12-22,50332
1973-12-23,52230
1973-12-24,52223
1973-12-25,51227
1973-12-26,48217
1973-12-27,48716
1973-12-28,44411
1973-12-29,38906
1973-12-30,37700
1973-12-31,41695
1974-01-01,42396
1974-01-02,42381
1974-01-03,40872
1974-01-04,44565
1974-01-05,42160
1974-01-06,41855
1974-01-07,44652
1974-01-08,46051
1974-01-09,45251
1974-01-10,46551
1974-01-11,46255
1974-01-12,40866
1974-01-13,40242
1974-01-14,42458
1974-01-15,69076
1974-01-16,112924
1974-01-17,134010
1974-01-18,114129
1974-01-19,113045
1974-01-20,114143
1974-01-21,113692
1974-01-22,98423
1974-01-23,96553
1974-01-24,105568
1974-01-25,103951
1974-01-26,100818
1974-01-27,97771
1974-01-28,97246
1974-01-29,100026
1974-01-30,71019
1974-01-31,69629
1974-02-01,74432
1974-02-02,79315
1974-02-03,71001
1974-02-04,65692
1974-02-05,64181
1974-02-06,60860
1974-02-07,60255
1974-02-08,60748
1974-02-09,63140
1974-02-10,63336
1974-02-11,59036
1974-02-12,49633
1974-02-13,49533
1974-02-14,50031
1974-02-15,54133
1974-02-16,59731
1974-02-17,61831
1974-02-18,59725
1974-02-19,60936
1974-02-20,61427
1974-02-21,72725
1974-02-22,73722
1974-02-23,74316
1974-02-24,73814
1974-02-25,73914
1974-02-26,74520
1974-02-27,74314
1974-02-28,74616
1974-03-01,75955
1974-03-02,76949
1974-03-03,77646
1974-03-04,77040
1974-03-05,78543
1974-03-06,83943
1974-03-07,76131
1974-03-08,73721
1974-03-09,78914
1974-03-10,78906
1974-03-11,78004
1974-03-12,78614
1974-03-13,82424
1974-03-14,81821
1974-03-15,81621
1974-03-16,85461
1974-03-17,98441
1974-03-18,106573
1974-03-19,103923
1974-03-20,100762
1974-03-21,98112
1974-03-22,96393
1974-03-23,94880
1974-03-24,94461
1974-03-25,95346
1974-03-26,94634
1974-03-27,97858
1974-03-28,101854
1974-03-29,102916
1974-03-30,105657
1974-03-31,115094
1974-04-01,111143
1974-04-02,113434
1974-04-03,114688
1974-04-04,114717
1974-04-05,114887
1974-04-06,121350
1974-04-07,124016
1974-04-08,124595
1974-04-09,127129
1974-04-10,127650
1974-04-11,126541
1974-04-12,129046
1974-04-13,127616
1974-04-14,125299
1974-04-15,124711
1974-04-16,126578
1974-04-17,126199
1974-04-18,125449
1974-04-19,129381
1974-04-20,132770
1974-04-21,132231
1974-04-22,127531
1974-04-23,121002
1974-04-24,125299
1974-04-25,140721
1974-04-26,158248
1974-04-27,158121
1974-04-28,153031
1974-04-29,152078
1974-04-30,156999
1974-05-01,160906
1974-05-02,157589
1974-05-03,151345
1974-05-04,150823
1974-05-05,149049
1974-05-06,161538
1974-05-07,168490
1974-05-08,174377
1974-05-09,176719
1974-05-10,173542
1974-05-11,161777
1974-05-12,148133
1974-05-13,134994
1974-05-14,124272
1974-05-15,117249
1974-05-16,107935
1974-05-17,98115
1974-05-18,91986
1974-05-19,87469
1974-05-20,83158
1974-05-21,79658
1974-05-22,79069
1974-05-23,80490
1974-05-24,83220
1974-05-25,89367
1974-05-26,107082
1974-05-27,132842
1974-05-28,155437
1974-05-29,157704
1974-05-30,149372
1974-05-31,139146
1974-06-01,132436
1974-06-02,134975
1974-06-03,150178
1974-06-04,170109
1974-06-05,202972
1974-06-06,211590
1974-06-07,186498
1974-06-08,159701
1974-06-09,143262
1974-06-10,136480
1974-06-11,143134
1974-06-12,165462
1974-06-13,200196
1974-06-14,235624
1974-06-15,276666
1974-06-16,298710
1974-06-17,305666
1974-06-18,312637
1974-06-19,305601
1974-06-20,292590
1974-06-21,270789
1974-06-22,232453
1974-06-23,218215
1974-06-24,215775
1974-06-25,212945
1974-06-26,209409
1974-06-27,193970
1974-06-28,175944
1974-06-29,159624
1974-06-30,148213
1974-07-01,142180
1974-07-02,136557
1974-07-03,123043
1974-07-04,114830
1974-07-05,108916
1974-07-06,102209
1974-07-07,99202
1974-07-08,95898
1974-07-09,97057
1974-07-10,96216
1974-07-11,92189
1974-07-12,88670
1974-07-13,80157
1974-07-14,70245
1974-07-15,68136
1974-07-16,65629
1974-07-17,62123
1974-07-18,60023
1974-07-19,54025
1974-07-20,53323
1974-07-21,51618
1974-07-22,48607
1974-07-23,47304
1974-07-24,44400
1974-07-25,42258
1974-07-26,40598
1974-07-27,38985
1974-07-28,36903
1974-07-29,34841
1974-07-30,33868
1974-07-31,33058
1974-08-01,32648
1974-08-02,31057
1974-08-03,28997
1974-08-04,29506
1974-08-05,29835
1974-08-06,31345
